property_name,link,society,price,area
"8 Bedroom House in Near Medanta hospital, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-350-sq-ft-r7-spid-B67297782,Sector 39,₹8.75 Cr,"₹2,50,000 /sqft"
"3 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-594-sq-ft-spid-T83230016,Ansals Palam Vihar,₹2.15 Cr,"₹36,195 /sqft"
"3 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-society-palam-vihar-gurgaon-594-sq-ft-spid-N83188674,Palam Vihar Society,₹2.2 Cr,"₹37,037 /sqft"
"5 Bedroom House in Sector 48 , 49 Gurugram, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-4500-sq-ft-spid-O82426280,Unitech resorts villa,₹15 Cr,"₹33,333 /sqft"
"8 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-4680-sq-ft-spid-Y82253322,Ansals Palam Vihar,₹10.5 Cr,"₹22,436 /sqft"
"4 Bedroom House in Sector 70A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-astaire-gardens-sector-70a-gurgaon-3375-sq-ft-spid-U84798436,BPTP Astaire Gardens,₹9 Cr,"₹26,738 /sqft"
"4 Bedroom House in Sector 46, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-vista-villas-sector-46-gurgaon-2475-sq-ft-spid-A84724248,Unitech Vista Villas,₹12 Cr,"₹48,485 /sqft"
"10 Bedroom House in Block P South city 1, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-p-south-city-1-gurgaon-3240-sq-ft-spid-E84650306,"Block P South city 1, Gurgaon",₹10.99 Cr,"₹33,919 /sqft"
"20 Bedroom House in DLF Phase 4, Gurgaon",https://www.99acres.com/20-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-N83707742,"DLF Phase 4, Gurgaon",₹12.25 Cr,"₹50,411 /sqft"
"5 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-4770-sq-ft-spid-B84756010,Eros Rosewood City,₹16.49 Cr,"₹34,570 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-8120-sq-ft-spid-C84071252,Emaar MGF Marbella,₹22 Cr,"₹27,093 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-5605-sq-ft-spid-B84070676,Emaar MGF Marbella,₹14 Cr,"₹24,977 /sqft"
"3 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2430-sq-ft-spid-C80572495,Top terrace Renovated,₹2.85 Cr,"₹11,728 /sqft"
"3 Bedroom House in Sector 17B, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-17b-gurgaon-2367-sq-ft-r1-spid-F79891977,"Sector 17B, Gurgaon",₹7.19 Cr,"₹30,376 /sqft"
"4 Bedroom House in Sector 70A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70a-gurgaon-5981-sq-ft-spid-S83230552,Bptp Visionnaire,₹7 Cr,"₹11,703 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ultra-luxurious-builder-floor-dlf-phase-1-gurgaon-2700-sq-ft-spid-E84995996,Ultra Luxurious Builder Floor,₹15 Cr,"₹55,555 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-3240-sq-ft-spid-J84813696,Ultra-Luxury Villa,₹26 Cr,"₹80,247 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-6600-sq-ft-spid-D84780068,Independent Luxury Villa,₹17.25 Cr,"₹47,916 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-C84779186,Spacious Layout Villa,₹14.5 Cr,"₹40,277 /sqft"
"6 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-spid-C84776908,Ultra-Luxury Villa,₹16 Cr,"₹41,025 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-V84761692,Spacious Villa,₹13.5 Cr,"₹50,000 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-O84761200,Ultra-Luxury Villa,₹13.25 Cr,"₹49,074 /sqft"
"3 Bedroom House in Sector 31, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1098-sq-ft-spid-K84582828,"Sector 31, Gurgaon",₹3.5 Cr,"₹31,876 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-A84540966,Independent Luxury Villa,₹18 Cr,"₹40,000 /sqft"
"6 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-2160-sq-ft-spid-T84206520,"Nirvana Country, Gurgaon",₹11.25 Cr,"₹52,083 /sqft"
"4 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-2160-sq-ft-spid-D84206142,"Greenwood City, Gurgaon",₹9.1 Cr,"₹42,130 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-B84204200,"DLF Phase 2, Gurgaon",₹18 Cr,"₹40,000 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-spid-L84113034,Emaar MGF Marbella,₹17 Cr,"₹52,469 /sqft"
"5 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-3240-sq-ft-spid-Y84112004,"Nirvana Country, Gurgaon",₹16 Cr,"₹49,383 /sqft"
"5 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4500-sq-ft-spid-X84106224,"DLF Phase 3, Gurgaon",₹14.75 Cr,"₹32,778 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-I84103988,"DLF Phase 2, Gurgaon",₹15 Cr,"₹41,667 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-spid-Z84066870,Emaar MGF Marbella,₹12 Cr,"₹49,938 /sqft"
"6 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-4500-sq-ft-spid-Z84065938,"Nirvana Country, Gurgaon",₹21 Cr,"₹46,667 /sqft"
"6 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-spid-L84065262,"Greenwood City, Gurgaon",₹17 Cr,"₹37,778 /sqft"
"5 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-2844-sq-ft-spid-E84063010,"DLF Phase 3, Gurgaon",₹10.15 Cr,"₹35,689 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2844-sq-ft-spid-J84061242,"DLF Phase 2, Gurgaon",₹11.25 Cr,"₹39,557 /sqft"
"4 Bedroom House in G block DLF City Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-g-block-dlf-city-phase-1-gurgaon-1800-sq-ft-r1-spid-F81368425,"G block DLF City Phase 1, Gurgaon",₹7.6 Cr,"₹50,666 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-W84047580,"DLF Phase 1, Gurgaon",₹11.75 Cr,"₹43,518 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-3600-sq-ft-spid-T84047124,"DLF Phase 1, Gurgaon",₹14 Cr,"₹38,889 /sqft"
"3 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-upscale-luxurious-builder-floors-dlf-phase-2-gurgaon-2700-sq-ft-spid-G84039084,Upscale Luxurious Builder Floors,₹12 Cr,"₹44,444 /sqft"
"5 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-9500-sq-ft-r1-spid-R82084104,"Greenwood City, Gurgaon",₹15.65 Cr,"₹16,473 /sqft"
"6 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-8500-sq-ft-r1-spid-D82083982,"Greenwood City, Gurgaon",₹11.5 Cr,"₹13,529 /sqft"
"5 Bedroom House in Sector 22, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-saksham-welfare-association-sector-22-gurgaon-2025-sq-ft-r1-spid-X81732428,Saksham Welfare Association,₹6.15 Cr,"₹25,982 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-spid-N83952282,Emaar MGF Marbella,₹15.3 Cr,"₹47,222 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2484-sq-ft-spid-F83952052,Emaar MGF Marbella,₹14 Cr,"₹56,361 /sqft"
"6 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-R83951410,"DLF Phase 1, Gurgaon",₹22 Cr,"₹48,889 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-D83950980,"DLF Phase 1, Gurgaon",₹13 Cr,"₹48,148 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-B83950062,"DLF Phase 2, Gurgaon",₹17 Cr,"₹37,778 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2844-sq-ft-spid-T83948364,"DLF Phase 2, Gurgaon",₹12.22 Cr,"₹42,968 /sqft"
"5 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4500-sq-ft-spid-M83947852,"DLF Phase 3, Gurgaon",₹17 Cr,"₹37,778 /sqft"
"7 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-9000-sq-ft-spid-J83942848,"Suncity, Gurgaon",₹34 Cr,"₹37,778 /sqft"
"5 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-2484-sq-ft-spid-V83941138,"Suncity, Gurgaon",₹13 Cr,"₹52,335 /sqft"
"5 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-spid-R83940236,"Greenwood City, Gurgaon",₹15 Cr,"₹33,333 /sqft"
"6 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-3240-sq-ft-spid-T83937438,"Nirvana Country, Gurgaon",₹15 Cr,"₹46,296 /sqft"
"5 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-9000-sq-ft-spid-L83812834,"Suncity, Gurgaon",₹17.95 Cr,"₹18,894 /sqft"
"5 Bedroom House in Sector 42, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-the-magnolias-sector-42-gurgaon-10000-sq-ft-r1-spid-Z82303772,DLF The Magnolias,₹75 Cr,"₹75,000 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-D82589092,"DLF Phase 2, Gurgaon",₹14.5 Cr,"₹40,278 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-Y82588952,"DLF Phase 2, Gurgaon",₹11.75 Cr,"₹43,518 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-3600-sq-ft-spid-T82588538,"DLF Phase 1, Gurgaon",₹14.5 Cr,"₹40,278 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-R82588322,"DLF Phase 1, Gurgaon",₹12.5 Cr,"₹46,296 /sqft"
"6 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4500-sq-ft-spid-H82521342,"DLF Phase 3, Gurgaon",₹15.75 Cr,"₹35,000 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-spid-B82478698,Emaar MGF Marbella,₹15.05 Cr,"₹46,451 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-spid-V82478558,Emaar MGF Marbella,₹11.5 Cr,"₹47,857 /sqft"
"6 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-9500-sq-ft-spid-L82473620,"Suncity, Gurgaon",₹17.75 Cr,"₹18,684 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-4500-sq-ft-spid-F81032501,Emaar MGF Marbella,₹19 Cr,"₹42,222 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-r3-spid-L77149187,"DLF Phase 2, Gurgaon",₹11.49 Cr,"₹38,852 /sqft"
"4 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-A84921916,"Block C, Sushant Lok Phase 1, Gurgaon",₹13 Cr,"₹48,148 /sqft"
"6 Bedroom House in Sector 23, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-3150-sq-ft-r1-spid-H82663978,"Sector 23, Gurgaon",₹8.25 Cr,"₹26,190 /sqft"
"5 Bedroom House in Sector 23, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-2367-sq-ft-r1-spid-D82663948,"Sector 23, Gurgaon",₹6.75 Cr,"₹28,517 /sqft"
"3 Bedroom House in Block E DLF City Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-e-dlf-city-phase-1-gurgaon-981-sq-ft-spid-F84090566,"Block E DLF City Phase 1, Gurgaon",₹4.25 Cr,"₹43,323 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-spid-R83969530,"DLF Phase 1, Gurgaon",₹7.5 Cr,"₹41,667 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3618-sq-ft-spid-H83802326,"DLF Phase 2, Gurgaon",₹23 Cr,"₹63,571 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-2-dlf-phase-2-gurgaon-3096-sq-ft-r1-spid-K82032624,DLF City Plots Phase 2,₹14.25 Cr,"₹46,027 /sqft"
"3 Bedroom House in Sector 9, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-900-sq-ft-spid-J78912151,"Sector 9, Gurgaon",₹2.25 Cr,"₹27,777 /sqft"
"4 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-r1-spid-C78720107,"DLF Phase 2, Gurgaon",₹7.95 Cr,"₹41,085 /sqft"
"4 Bedroom House in Sector 9A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-9a-gurgaon-4725-sq-ft-r1-spid-P76663453,"Sector 9A, Gurgaon",₹10 Cr,"₹21,164 /sqft"
"4 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-1080-sq-ft-spid-T81935048,"Sector 7, Gurgaon",₹2.5 Cr,"₹23,148 /sqft"
"4 Bedroom House in Sector 5, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-gurgaon-2367-sq-ft-spid-V81935926,"Sector 5, Gurgaon",₹5.5 Cr,"₹23,236 /sqft"
"5 Bedroom House in Sector 72, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-8500-sq-ft-r3-spid-V75317377,Tata Primanti,₹16.5 Cr,"₹19,411 /sqft"
"8 Bedroom House in Sector 63A, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-63a-gurgaon-2700-sq-ft-spid-T83738576,"Sector 63A, Gurgaon",₹10.75 Cr,"₹39,815 /sqft"
"10 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-540-sq-ft-r3-spid-H72701303,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.45 Cr,"₹63,888 /sqft"
"11 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-540-sq-ft-r3-spid-A72678137,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.35 Cr,"₹62,037 /sqft"
"10 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-594-sq-ft-r3-spid-B72565646,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.5 Cr,"₹58,923 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-spid-Z84780744,Emaar MGF Marbella,₹14 Cr,"₹43,210 /sqft"
"4 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-4500-sq-ft-spid-E84780458,Unitech Espace,₹20 Cr,"₹44,444 /sqft"
"4 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-2160-sq-ft-spid-C84780020,"Nirvana Country, Gurgaon",₹9.5 Cr,"₹43,981 /sqft"
"6 Bedroom House in Pratap Nagar, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-pratap-nagar-gurgaon-1530-sq-ft-spid-W84519822,"Pratap Nagar, Gurgaon",₹2.5 Cr,"₹16,340 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-silver-oaks-dlf-phase-1-gurgaon-1800-sq-ft-spid-E84101834,DLF Silver Oaks,₹7.25 Cr,"₹40,277 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-silver-oaks-dlf-phase-1-gurgaon-1800-sq-ft-spid-A84101634,DLF Silver Oaks,₹7.5 Cr,"₹41,666 /sqft"
"6 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-1350-sq-ft-r1-spid-V80621683,Eros Rosewood City,₹5 Cr,"₹37,037 /sqft"
"4 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-1710-sq-ft-r1-spid-O80621409,Eros Rosewood City,₹5.7 Cr,"₹33,333 /sqft"
"3 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-1548-sq-ft-r1-spid-W80621223,Eros Rosewood City,₹5 Cr,"₹32,300 /sqft"
"6 Bedroom House in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-9000-sq-ft-spid-N84397262,18 Mtr wide road,₹30 Cr,"₹33,333 /sqft"
"3 Bedroom House in Rosewood City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-city-gurgaon-1350-sq-ft-spid-K83779830,"Rosewood City, Gurgaon",₹4.4 Cr,"₹32,593 /sqft"
"3 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-F84846814,"DLF Phase 2, Gurgaon",₹8.7 Cr,"₹44,961 /sqft"
"4 Bedroom House in Sector 59, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-raisina-residency-sector-59-gurgaon-6000-sq-ft-spid-J84010070,Raisina Residency,₹15 Cr,"₹20,833 /sqft"
"3 Bedroom House in Block-A, DLF City Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-a-dlf-city-phase-1-gurgaon-4716-sq-ft-spid-Q83729450,"Block-A, DLF City Phase 1, Gurgaon",₹36 Cr,"₹76,336 /sqft"
"10 Bedroom House in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-7317-sq-ft-r3-spid-Z79442743,"A Block Sushant Lok Phase 1, Gurgaon",₹25 Cr,"₹34,167 /sqft"
"8 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-Z84139924,"DLF Phase 2, Gurgaon",₹20 Cr,"₹44,444 /sqft"
"7 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-E84135310,"DLF Phase 1, Gurgaon",₹20 Cr,"₹44,444 /sqft"
"6 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-spid-K84132442,"DLF Phase 1, Gurgaon",₹9 Cr,"₹50,000 /sqft"
"5 Bedroom House in G block DLF City Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-g-block-dlf-city-phase-1-gurgaon-1800-sq-ft-spid-A84130258,"G block DLF City Phase 1, Gurgaon",₹7 Cr,"₹38,889 /sqft"
"7 Bedroom House in Sector 28, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-28-gurgaon-1656-sq-ft-spid-Q84779860,"Sector 28, Gurgaon",₹6.9 Cr,"₹41,667 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-W84085090,"DLF Phase 1, Gurgaon",₹24.5 Cr,"₹54,444 /sqft"
