property_name,society,price,area,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",Ansal API Esencia,₹2.99 Cr,"₹12,723 /sqft","2,700 sqft (251 sqm) Super Built-up Area",V85178970,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2700-sq-ft-spid-V85178970,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Study Room",2nd   of 4 Floors,East,1 to 5 Year Old,"['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '4 Geyser', '1 Microwave', '30 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Max, Fortis', 'Pathways', 'Golf Course Road', 'Apollo', 'Amity', 'DPS', 'GD Goenka', 'Proposed Metro corridor', 'Artemis', 'Medicity', 'N.H-8', 'Shiskshantar']"
"4 BHK Independent Builder Floor in Sector 45, Gurgaon","Sector 45, Gurgaon",₹4.4 Cr,"₹13,750 /sqft","3,200 sqft (297 sqm) Carpet Area",B85874464,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-3200-sq-ft-spid-B85874464,4 Bedrooms,4 Bathrooms,2 Balconies,Servant Room,4th   of 4 Floors,South-West,0 to 1 Year Old,"['9 Fan', '4 Geyser', '80 Light', '1 Chimney', '7 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Rain Water Harvesting']","['St. Angels Jr', 'Delhi Public School Primary Section', 'Fast food', 'Dispencery', 'Gupta', 'Gurugram University', 'Arihant Hospital', 'Pernod Ricard Charitable Dispensary', 'Balaji Vegetarian Paradise', 'Manav Rachna Swimming Pool', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Hdfc ATM', 'Dr. Naval Mendiratta', 'Icici bank ATM', 'Icici bank', 'Shivam Hospital Gurgaon', 'Gardian Pharmacy', 'St. Angels Sr', 'Mantis Eye LLP', 'State bank of india ATM', 'Ncr library', 'Manav Rachna School', 'Bharat petroleum', 'Axis bank ATM', 'Fast Food', 'Standard chartered ATM', 'Hdfc bank ATM', 'Om Sweets', 'Hdfc bank', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Raj Restaurant', 'Sukhmani Hospital Pvt. Ltd', 'Amity Global School', 'School of Inspired Leadership SOIL', 'Icici ATM', 'PWO house', 'City Medical', 'Dawnbit', 'Paras Hospital Gurgaon', 'Citi bank ATM', 'Dr. Kutbuddin Akbary', 'Stones2milestones', 'CR Model Public School', 'Bar and restaurant']"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",Ansal API Esencia,₹2.68 Cr,"₹11,911 /sqft","2,250 sqft (209 sqm) Carpet Area",D85549726,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67a-gurgaon-2250-sq-ft-spid-D85549726,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Servant Room",4th   of 4 Floors,East,1 to 5 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '5 Geyser', '1 Stove', '13 Light', '5 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '6 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Max, Fortis', 'Pathways', 'Golf Course Road', 'Apollo', 'Amity', 'DPS', 'GD Goenka', 'Proposed Metro corridor', 'Artemis', 'Medicity', 'N.H-8', 'Shiskshantar']"
"4 BHK Independent Builder Floor in Sector 63A, Gurgaon",Anant Raj Estates,₹2.89 Cr,"₹11,333 /sqft","2,550 sqft (237 sqm) Built-up Area",E85586116,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-2550-sq-ft-spid-E85586116,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Servant Room,Others",2nd   of 4 Floors,North-East,1 to 5 Year Old,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '31 Light', '1 Modular Kitchen', '1 Chimney', '2 AC', '1 Curtains', '5 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['De Adventure Park', 'Vatika Business Centre', 'Albatross Golf Course Club House', 'Sushant University', 'DPS International Edge', 'Gurgaon Railway Station', 'Marengo Asia Hospitals', 'WorldMark Gurgaon', 'Sohna Road (NH 248A)', 'Indira Gandhi International Airport', 'Sector 55-56 Metro Station']"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",₹4.45 Cr,"₹9,508 /sqft","4,680 sqft (435 sqm) Carpet Area",H64085230,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r1-spid-H64085230,4 Bedrooms,4 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room",2nd   of 4 Floors,North,0 to 1 Year Old,"['6 Fan', '10 Light', '1 Modular Kitchen', '1 Chimney', '5 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'False Ceiling Lighting', 'No open drainage around', 'Piped-gas']","['Metro Hospital and Heart Institute Gurgaon', 'THE NORTHCAP UNIVERSITY', 'Chiranjiv Bharati School', 'Pizza Hut', ""McDonald's"", 'Ansals Plaza above ground car parking', 'Big Cinemas', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Chirag Hospital Pvt. Ltd', 'Palam triangle', 'Pind Baluchi', 'Om Sweets', 'Axis bank', 'Ansals plaza underground car parking', 'Palam Vihar Vyapar kendra', 'Kalyan Hospital Gurgaon', 'HUDA sector 23 parking', 'Swiss Cottage school', 'Cafe Coffee Day', 'Ram Mandir', 'HUDA Sector 23 Market', 'Palam vihar railway station', 'Masti ki Pathshala Teach India', ""Domino's Pizza"", 'Punjab national bank', 'Moti Mahal']"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",₹2.05 Cr,"₹11,165 /sqft","1,836 sqft (171 sqm) Carpet Area",S84887910,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-1836-sq-ft-spid-S84887910,3 Bedrooms,2 Bathrooms,2 Balconies,"Pooja Room,Others",1st   of 4 Floors,East,1 to 5 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '8 Light', '4 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '5 Wardrobe', '1 Sofa', '1 Microwave', 'No Stove', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']","['Metro Hospital and Heart Institute Gurgaon', 'Gurgaon railway station', 'Dr. Mittal Clinic', 'THE NORTHCAP UNIVERSITY', 'Chiranjiv Bharati School', 'Pizza Hut', ""McDonald's"", 'Ansals Plaza above ground car parking', 'Big Cinemas', ""Dr. Anurag's Child Care Clinic"", ""DR KAPOOR'S Dental Care and Implant Centre"", 'Chirag Hospital Pvt. Ltd', 'Jiya Clinic', 'Palam triangle', 'Pind Baluchi', 'Om Sweets', 'Axis bank', 'Ansals plaza underground car parking', 'Palam Vihar Vyapar kendra', 'Kalyan Hospital Gurgaon', 'HUDA sector 23 parking', 'Swiss Cottage school', 'Cafe Coffee Day', 'Ram Mandir', 'HUDA Sector 23 Market', 'Palam vihar railway station', 'R K Hospital Gurgaon', 'Masti ki Pathshala Teach India', ""Domino's Pizza"", 'Punjab national bank', 'Moti Mahal']"
"4 BHK Independent Builder Floor in Sector 46, Gurgaon","Sector 46, Gurgaon",₹4.25 Cr,"₹13,807 /sqft","3,078 sqft (286 sqm) Carpet Area",U85150286,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-46-gurgaon-3078-sq-ft-spid-U85150286,4 Bedrooms,4 Bathrooms,1 Balcony,Servant Room,Ground of 4 Floors,East,1 to 5 Year Old,"['1 Fan', '1 Exhaust Fan', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']","['St. Angels Jr', 'Delhi Public School Primary Section', 'Fast food', 'Dispencery', 'Gurugram University', 'Madison and Pike', 'Arihant Hospital', 'Pernod Ricard Charitable Dispensary', 'Manav Rachna Swimming Pool', 'Bones Clinic - Orthopaedics', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Hdfc ATM', 'Meher Clinic', 'Icici bank ATM', 'Gardian Pharmacy', 'St. Angels Sr', 'State bank of india ATM', 'KFC', 'Vishesh Dental', 'Manav Rachna School', 'Kamla International', 'Wembley estate club', 'Bharat petroleum', 'Park Hospital Gurgaon', 'Axis bank ATM', 'Fast Food', 'Standard chartered ATM', 'Hdfc bank ATM', 'Om Sweets', 'Hdfc bank', 'Vatsalya Clinic', 'Haldiram', 'Raj Restaurant', 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Amity Global School', 'School of Inspired Leadership SOIL', 'Icici ATM', 'City Medical', 'Dawnbit', 'Citi bank ATM', 'Neelkanth Health Care', 'CR Model Public School', 'Bar and restaurant']"
"3 BHK Independent Builder Floor in Sector 57, Gurgaon",sushant lok 3,₹2.45 Cr,"₹10,351 /sqft","2,367 sqft (220 sqm) Carpet Area",D84407846,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2367-sq-ft-spid-D84407846,3 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Store Room",3rd   of 4 Floors,North-West,1 to 5 Year Old,"['3 Wardrobe', '7 Fan', '1 Exhaust Fan', '4 Geyser', '25 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['HCG CNG Station', 'St. Angels Jr', 'Radhakrishna Shani Mandir', 'Delhi Public School Primary Section', 'Gurugram University', 'pracksht hospital', 'Kriti Hospital', 'Heera Fuel Station', 'Madison and Pike', 'Arihant Hospital', 'Pernod Ricard Charitable Dispensary', 'Kotak mahindra bank', 'Manav Rachna Swimming Pool', 'Bones Clinic - Orthopaedics', 'Hdfc ATM', 'Meher Clinic', 'Pizza Hut', 'Hong Kong Bazaar Mall', 'Icici bank ATM', 'St. Angels Sr', 'State bank ATM', 'Manav Rachna School', 'Kamla International', 'Wembley estate club', 'Iilm University', 'Unitech', 'Standard chartered ATM', 'Hdfc bank ATM', 'Hdfc bank', 'Unitech Business Park', 'Wat-a-Burger', 'Vatsalya Clinic', 'Haldiram', 'Axis bank', 'Raj Restaurant', 'Medisca', 'Amity Global School', 'School of Inspired Leadership SOIL', 'Sanatan Dharm Mandir', 'India', 'Hdfc bank and atm', 'Dawnbit', 'Anand Hospital Gurgaon', '222', 'Surgicare Hospital Gurgaon', 'HUDA Office Complex', 'IILM']"
"2 BHK Independent Builder Floor in Block C Ardee City, Gurgaon","Block C Ardee City, Gurgaon",₹1.7 Cr,"₹16,346 /sqft","1,040 sqft (97 sqm) Carpet Area",Y86181104,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-ardee-city-gurgaon-1040-sq-ft-spid-Y86181104,2 Bedrooms,2 Bathrooms,2 Balconies,Others,2nd   of 2 Floors,North-East,5 to 10 Year Old,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '11 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']","['St. Angels Jr', 'The Chicken Boat', 'Gupta', 'Dispencery', 'Gurugram University', 'Arihant Hospital', 'Pernod Ricard Charitable Dispensary', 'Balaji Vegetarian Paradise', 'Manav Rachna Swimming Pool', 'Hdfc ATM', 'Huda city centre metro station', 'Sagar Ratna', 'Dr. Naval Mendiratta', 'Icici bank', 'New Life Church', 'Gardian Pharmacy', 'St. Angels Sr', 'Mantis Eye LLP', 'State bank of india ATM', 'Two Horizon Center', 'Ncr library', 'Hanuman Mandir', 'Manav Rachna School', 'Bharat petroleum', 'Cafe Tonini', 'Axis bank ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Shophouse by Kylin', 'Hdfc bank', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Raj Restaurant', 'Starbucks', 'School of Inspired Leadership SOIL', 'Amity Global School', 'Icici ATM', 'PWO house', ""Carl's Jr."", 'City Medical', 'Dawnbit', 'Paras Hospital Gurgaon', 'Anand Hospital Gurgaon', '222', 'Citi bank ATM', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Stones2milestones']"
"3 BHK Independent Builder Floor in South City 1, Gurgaon","South City 1, Gurgaon",₹3.25 Cr,"₹15,046 /sqft","2,160 sqft (201 sqm) Super Built-up Area",T84512250,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-2160-sq-ft-spid-T84512250,3 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,1st   of 4 Floors,North-West,0 to 1 Year Old,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '32 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '4 AC', '8 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['St. Angels Jr', 'Fast food', 'Dispencery', 'Pernod Ricard Charitable Dispensary', ""Hops 'N' Brew"", 'Manav Rachna Swimming Pool', 'Hdfc ATM', 'Ahmed Hospital Multi Speciality', 'Pizza Hut', 'Huda city centre metro station', 'Dr. Naval Mendiratta', 'Icici bank ATM', ""McDonald's"", 'Shivam Hospital Gurgaon', 'Gardian Pharmacy', 'St. Angels Sr', 'State bank of india ATM', 'Manav Rachna School', 'Darbar', 'Bharat petroleum', 'Spaghetti Kitchen & Bar', 'Axis bank ATM', 'Fast Food', 'Standard chartered ATM', 'Hdfc bank ATM', 'Om Sweets', 'Hdfc bank', '32nd Milestone', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Raj Restaurant', 'Dhabba', 'Beer & Whisky Bar', 'IBP Petrol Pump', 'School of Inspired Leadership SOIL', 'Centre For Sight Gurgaon Sector 29', 'Salvan Public School', 'Icici ATM', 'Cafe Coffee Day', 'PWO house', 'City Medical', 'Dawnbit', 'Citi bank ATM', 'Dr. Kutbuddin Akbary', ""Domino's Pizza"", 'CR Model Public School', 'Bar and restaurant']"
"4 BHK Independent Builder Floor in B1 Block Sector 57, Gurgaon","B1 Block Sector 57, Gurgaon",₹2.9 Cr,"₹19,333 /sqft","1,800 sqft (167 sqm) Super Built-up Area",H80090911,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b1-block-sector-57-gurgaon-1800-sq-ft-spid-H80090911,4 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,2nd   of 4 Floors,North-East,0 to 1 Year Old,"['6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '8 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '6 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['HCG CNG Station', 'Radhakrishna Shani Mandir', 'Bikanerwala', 'Gurugram University', 'pracksht hospital', 'Kriti Hospital', 'Heera Fuel Station', 'Madison and Pike', 'Arihant Hospital', 'Pernod Ricard Charitable Dispensary', 'Kotak mahindra bank', 'Hdfc ATM', 'Pizza Hut', 'Sushant College of Arts & Architecture', 'Hong Kong Bazaar Mall', 'Icici bank ATM', 'Icici bank', 'Sector 54 chowk metro station', 'St. Angels Sr', 'Burger Singh', 'State bank ATM', 'Hdfc bank & atm', 'Indusind bank', 'Iilm University', 'Hdfc bank', 'Unitech Business Park', 'Clock tower', 'Wat-a-Burger', 'State bank of india', 'Vatsalya Clinic', 'Axis bank', 'Medisca', 'Arunodaya Deseret Eye Hospital', 'Amity Global School', 'Sanatan Dharm Mandir', 'Hdfc bank and atm', 'Paras Hospital Gurgaon', 'Anand Hospital Gurgaon', 'Naivedyam Restaurant', '222', 'Citi bank ATM', 'Surgicare Hospital Gurgaon', 'HUDA Office Complex', 'IILM']"
"3 BHK Independent Builder Floor in Sector 71, Gurgaon",Trehan Luxury Floors 71,₹2.15 Cr,"₹13,271 /sqft","1,620 sqft (151 sqm) Super Built-up Area",Y85089128,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-trehan-luxury-floors-71-sector-71-gurgaon-1620-sq-ft-spid-Y85089128,3 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Others",4th   of 4 Floors,East,0 to 1 Year Old,"['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Rain Water Harvesting']","['Ekta Hospital', 'Dr. Aruna Kalra', 'Raheja Mall', 'Sona Devi Memorial Hospital and Trauma Centre', 'Divine Look Clinic Centre', 'Dr. Naresh Pandita', 'Petrol Pump IBP', 'Dr. Anuj Sharma', 'Bones Clinic - Orthopaedics', 'Sai Dharamraj Hospital', 'Apollo Pharmacy', 'Meher Clinic', 'Stellar Data Recovery', 'Skin Clinic', 'Icici bank ATM', 'Sai Heart and Trauma Center', 'Icici bank', ""Nirula's"", 'Kore Tech Park', 'Samvit Health Care', 'Gardian Pharmacy', 'Central bank of india', 'India Oil', 'Vishesh Dental', 'Sri Radhe Krishna Temple', 'Kendriya Vidyalaya No.2 Sohna Road', 'Indusind bank', 'Wembley estate club', 'Carmesi Corporate', 'Park Hospital Gurgaon', 'Standard chartered ATM', 'SRS Cinemas', 'Hdfc bank', 'Haldiram', 'Stryker Global Tech Center', 'Sanjeevani Hospital Gurgaon', 'Starbucks', 'Nook', 'Wellness Eye Centre', 'India', 'Union bank of india', 'McKinsey & Company Gurugram Knowledge Center', 'Best Urologist Atcomplete Family Clinic', 'Genius', ""Domino's Pizza"", 'Neelkanth Health Care', 'Airforce Hospital']"
"3 BHK Independent Builder Floor in DLF Phase 5, Gurgaon",DLF Exclusive Floors,₹3.65 Cr,"₹19,210 /sqft","1,900 sqft (177 sqm) Super Built-up Area",I85164682,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-exclusive-floors-dlf-phase-5-gurgaon-1900-sq-ft-spid-I85164682,3 Bedrooms,3 Bathrooms,2 Balconies,Pooja Room,1st   of 3 Floors,North-East,10+ Year Old,"['5 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '14 Light', '1 Curtains', '1 Modular Kitchen', '3 AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Taj City Centre', 'Paras Hospital', 'Lancers International School', 'Needs Supermarket', 'KLAY Preschool', 'RBL Bank', 'Heritage International School', 'Cyber Police Station', 'Ardee Mall', 'Bharat Petroleum', 'IndusInd Bank ATM', 'Swasthyam Gynaecologist', 'Arkaya Inn', 'IGI Airport', 'Sector 54 Chowk Rapid Metro']"
"4 BHK Independent Builder Floor in B Block Sushant Lok Phase 1, Gurgaon","B Block Sushant Lok Phase 1, Gurgaon",₹4.31 Cr,"₹15,962 /sqft","2,700 sqft (251 sqm) Built-up Area",X81764184,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-r1-spid-X81764184,4 Bedrooms,4 Bathrooms,3 Balconies,Servant Room,2nd   of 4 Floors,North-East,0 to 1 Year Old,"['6 Wardrobe', '11 Fan', '5 Geyser', '13 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Rain Water Harvesting']","['Kotak mahindra bank ATM', 'CCD', 'Belgian Waffle', 'The Chicken Boat', 'Gupta', 'Bahrisons library', 'Gola Sizzles', 'Roots', 'Balaji Vegetarian Paradise', 'Rbs ATM', 'Hdfc ATM', 'Pizza Hut', 'Huda city centre metro station', 'Fat', 'Dr. Naval Mendiratta', 'Icici bank ATM', 'Icici bank', 'Blue Tokai Coffee Roasters', 'Bikanervala', 'Drunken Monkey', 'Chikitsa', 'Mantis Eye LLP', 'Ncr library', 'PK Online', 'Umkal Hospital', 'Sidhesh Hospital Gurgaon', 'Sitaram Bhartia', 'Bharat petroleum', 'Axis bank ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Guardian Pharmacy', 'Hdfc bank', 'Nowhere Brewpub and cafe', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Axis bank', 'Beer & Whisky Bar', 'Starbucks', 'Centre For Sight Gurgaon Sector 29', 'Barbecue Grill', 'PWO house', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Stones2milestones', 'MoB Ministory of Beer', 'Park Baluchi', 'Naveidyam', 'Iffco chowk metro station', 'Dighent cafe']"
