property_name,link,society,price,area,areawithtype
"4 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-1900-sq-ft-spid-N84564932,DLF Garden City Floors,₹3 Cr,"₹15,789 /sqft","1,900 sqft (177 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r2-spid-B71791580,"Palam Vihar, Gurgaon",₹4.28 Cr,"₹9,145 /sqft","4,680 sqft (435 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-67a-gurgaon-2700-sq-ft-spid-B86178388,"Sector 67A, Gurgaon",₹3.2 Cr,"₹11,852 /sqft","2,700 sqft (251 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-67a-gurgaon-2430-sq-ft-spid-N86180116,"Sector 67A, Gurgaon",₹2.9 Cr,"₹11,934 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-3078-sq-ft-spid-A83534952,"Sector 23, Gurgaon",₹3.15 Cr,"₹10,233 /sqft","3,078 sqft (286 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-84-gurgaon-1525-sq-ft-spid-J83357432,Vatika P Block,₹2 Cr,"₹13,114 /sqft","1,525 sqft (142 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2200-sq-ft-spid-E83880840,Ansal API Esencia,₹3.4 Cr,"₹15,454 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1050-sq-ft-spid-Q79769937,Vatika Independent Floors,₹1.35 Cr,"₹12,857 /sqft","1,050 sqft (98 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Block F Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-f-sector-57-gurgaon-2367-sq-ft-spid-F83850742,"Block F Sector 57, Gurgaon",₹2.51 Cr,"₹10,604 /sqft","2,367 sqft (220 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3240-sq-ft-spid-D84560218,Ansals Palam Vihar,₹3.25 Cr,"₹10,030 /sqft","3,240 sqft (301 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-925-sq-ft-spid-D79747139,Vatika Independent Floors,₹1.1 Cr,"₹11,891 /sqft",925 sqft (86 sqm) Built-up Area
"3 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-huda-flats-sector-57-gurgaon-1885-sq-ft-spid-V83851682,Huda Flats,₹2.52 Cr,"₹13,368 /sqft","1,885 sqft (175 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2430-sq-ft-spid-P83827568,Ansal API Versalia,₹2.65 Cr,"₹12,990 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"5 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-sushant-residency-sushant-lok-phase-3-gurgaon-2880-sq-ft-spid-N85894600,Ansal Sushant Residency,₹2.8 Cr,"₹9,722 /sqft","2,880 sqft (268 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2430-sq-ft-spid-R85371788,"DLF Phase 1, Gurgaon",₹3.8 Cr,"₹15,638 /sqft","2,430 sqft (226 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1263-sq-ft-spid-F79769543,Vatika Independent Floors,₹1.65 Cr,"₹13,064 /sqft","1,263 sqft (117 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4500-sq-ft-spid-X84490622,"Sushant Lok Phase 1, Gurgaon",₹6.5 Cr,"₹14,444 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-J84490776,"Sushant Lok Phase 1, Gurgaon",₹4 Cr,"₹14,814 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-A84491110,"Sushant Lok Phase 1, Gurgaon",₹3.75 Cr,"₹13,888 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-1611-sq-ft-spid-S83382084,Anant Raj Estates,₹2.6 Cr,"₹16,139 /sqft","1,611 sqft (150 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 7, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-7-gurgaon-2350-sq-ft-spid-B85845736,"Sector 7, Gurgaon",₹2.3 Cr,"₹10,222 /sqft","2,350 sqft (218 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3000-sq-ft-spid-A84316058,Ansals Palam Vihar,₹4.75 Cr,"₹15,833 /sqft","3,000 sqft (279 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-r1-spid-I83308538,Hero Homes,₹1.97 Cr,"₹14,182 /sqft","1,389 sqft (129 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-K84300942,"Block C, Sushant Lok Phase 1, Gurgaon",₹4.5 Cr,"₹16,666 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-2700-sq-ft-spid-D85804894,"Sushant Lok 3 Extension, Gurgaon",₹4 Cr,"₹15,873 /sqft","2,700 sqft (251 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2700-sq-ft-spid-A84624428,Ansal API Esencia,₹2.9 Cr,"₹10,740 /sqft","2,700 sqft (251 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-r1-spid-A80968657,"DLF Phase 1, Gurgaon",₹6.75 Cr,"₹15,000 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-india-next-sector-82-gurgaon-1394-sq-ft-spid-Y84953144,Vatika India Next,₹2 Cr,"₹14,347 /sqft","1,394 sqft (130 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-2800-sq-ft-spid-J85218674,DLF Phase 1 Ultra Luxury Builder Floors,₹3.75 Cr,"₹13,392 /sqft","2,800 sqft (260 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-1800-sq-ft-spid-H84618904,"Sector 57, Gurgaon",₹2.65 Cr,"₹14,722 /sqft","1,800 sqft (167 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-M84978238,Emaar MGF Emerald Floors Premier,₹4 Cr,"₹20,253 /sqft","1,975 sqft (183 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Greenwood City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-greenwood-city-gurgaon-4518-sq-ft-spid-Z85359922,"Greenwood City, Gurgaon",₹6.2 Cr,"₹13,722 /sqft","4,518 sqft (420 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-4000-sq-ft-spid-J84316158,Ansals Palam Vihar,₹4.85 Cr,"₹15,156 /sqft","4,000 sqft (372 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-1800-sq-ft-spid-X85120030,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.5 Cr,"₹19,444 /sqft","1,800 sqft (167 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Uppals Southend, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppals-southend-gurgaon-2799-sq-ft-spid-R85523844,"Uppals Southend, Gurgaon",₹3.7 Cr,"₹13,219 /sqft","2,799 sqft (260 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 104, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-G84952322,Hero Homes,₹1.56 Cr,"₹14,194 /sqft","1,099 sqft (102 sqm) Built-up Area"
"4 BHK Independent Builder Floor in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-4518-sq-ft-spid-R85301808,"South City 1, Gurgaon",₹5.8 Cr,"₹12,837 /sqft","4,518 sqft (420 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-1602-sq-ft-spid-D85306122,"South City 2, Gurgaon",₹3 Cr,"₹18,726 /sqft","1,602 sqft (149 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Block N, Mayfield garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-n-mayfield-garden-gurgaon-2540-sq-ft-spid-K85089402,"Block N, Mayfield garden, Gurgaon",₹3.3 Cr,"₹12,992 /sqft","2,540 sqft (236 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-4500-sq-ft-spid-F84710650,Exclusive Builder Floor,₹8 Cr,"₹17,777 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2259-sq-ft-spid-F85036974,"Malibu Town, Gurgaon",₹3.85 Cr,"₹17,042 /sqft","2,259 sqft (210 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-2700-sq-ft-spid-J85314446,"Sushant Lok 3 Extension, Gurgaon",₹3.75 Cr,"₹13,888 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-G85231578,Sushant Lok 1 Builder Floors,₹6.5 Cr,"₹17,278 /sqft","3,762 sqft (350 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1497-sq-ft-spid-B85507638,Smart World Gems,₹1.65 Cr,"₹11,022 /sqft","1,497 sqft (139 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-amaltas-drive-dlf-phase-4-gurgaon-3200-sq-ft-spid-H86037866,DLF Amaltas Drive,₹8 Cr,"₹25,000 /sqft","3,200 sqft (297 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-R85421556,Top Terrace,₹6.49 Cr,"₹17,251 /sqft","3,762 sqft (350 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-2160-sq-ft-spid-A84888086,"Sushant Lok 3 Extension, Gurgaon",₹3.15 Cr,"₹15,046 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-1915-sq-ft-spid-W83756924,"Sushant Lok 3 Extension, Gurgaon",₹3 Cr,"₹15,665 /sqft","1,915 sqft (178 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-L85164578,DESIGNER PARK FACING,₹4.49 Cr,"₹16,630 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r11-spid-F58585434,"Palam Vihar, Gurgaon",₹4.85 Cr,"₹10,363 /sqft","4,680 sqft (435 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r14-spid-I58584336,"Palam Vihar, Gurgaon",₹3.25 Cr,"₹10,031 /sqft","3,240 sqft (301 sqm) Carpet Area"
"5 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2900-sq-ft-r2-spid-D81878220,"Sector 23, Gurgaon",₹4.4 Cr,"₹15,172 /sqft","2,900 sqft (269 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r12-spid-A58583620,"Palam Vihar, Gurgaon",₹3.58 Cr,"₹11,049 /sqft","3,240 sqft (301 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 63, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-adani-brahma-samsara-vilasa-sector-63-gurgaon-2050-sq-ft-spid-T84203170,Adani Brahma Samsara Vilasa,₹3.6 Cr,"₹17,560 /sqft","2,050 sqft (190 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-89-gurgaon-2800-sq-ft-spid-V85127090,"Sector 89, Gurgaon",₹3.5 Cr,"₹12,500 /sqft","2,800 sqft (260 sqm) Carpet Area"
"4 BHK Independent Builder Floor in C block Sector 43, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-c-block-sector-43-gurgaon-2700-sq-ft-r1-spid-O78930869,"C block Sector 43, Gurgaon",₹3.75 Cr,"₹13,889 /sqft","2,700 sqft (251 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-spid-R85260298,"Palam Vihar, Gurgaon",₹2.9 Cr,"₹11,934 /sqft","2,430 sqft (226 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-oriental-homes-sushant-lok-phase-3-gurgaon-300-sq-ft-spid-T85265648,Oriental Homes,₹3.95 Cr,"₹1,31,666 /sqft",300 sqft (28 sqm) Super Built-up Area
"4 BHK Independent Builder Floor in B Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-C84486540,"B Block Sushant Lok Phase 1, Gurgaon",₹4.5 Cr,"₹16,667 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 5, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-the-grove-dlf-phase-5-gurgaon-1650-sq-ft-spid-G85023424,DLF The Grove,₹8.5 Cr,"₹51,515 /sqft","1,650 sqft (153 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 27, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-27-gurgaon-2367-sq-ft-spid-M84721708,"Sector 27, Gurgaon",₹3.4 Cr,"₹14,364 /sqft","2,367 sqft (220 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-birla-navya-sector-63a-gurgaon-2500-sq-ft-spid-A85221852,Birla Navya,₹3.8 Cr,"₹15,200 /sqft","2,500 sqft (232 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ultra-luxurious-builder-floor-dlf-phase-1-gurgaon-4518-sq-ft-spid-I84743690,Ultra Luxurious Builder Floor,₹8 Cr,"₹17,707 /sqft","4,518 sqft (420 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2250-sq-ft-spid-N83553124,ultra luxury builder floor,₹3.7 Cr,"₹16,444 /sqft","2,250 sqft (209 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-spid-R85122646,"DLF Phase 1, Gurgaon",₹3.14 Cr,"₹17,444 /sqft","1,800 sqft (167 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok 2,Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-2-sector-55-gurgaon-2700-sq-ft-spid-T85472522,"Sushant Lok 2,Sector 55, Gurgaon",₹3.5 Cr,"₹12,963 /sqft","2,700 sqft (251 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-escape-nirvana-country-gurgaon-2300-sq-ft-r1-spid-H83683390,Unitech Escape,₹5.45 Cr,"₹23,695 /sqft","2,300 sqft (214 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-Z85890328,M3M Soulitude,₹1.62 Cr,"₹10,843 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-1962-sq-ft-spid-M84589032,DLF Garden City Floors,₹2.3 Cr,"₹11,723 /sqft","1,962 sqft (182 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2430-sq-ft-spid-Y83836516,Ansal API Versalia,₹2.69 Cr,"₹13,121 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-2100-sq-ft-spid-F85271354,DLF Phase - 4,₹3.95 Cr,"₹18,809 /sqft","2,100 sqft (195 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-city-sector-37d-gurgaon-990-sq-ft-spid-H85104684,Signature Global City,₹1.18 Cr,"₹11,944 /sqft",990 sqft (92 sqm) Super Built-up Area
"4 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-homes-sushant-lok-phase-3-gurgaon-2700-sq-ft-r1-spid-T83059274,Ansal Homes,₹3.25 Cr,"₹12,037 /sqft","2,700 sqft (251 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sushant Lok 2,Sector 55, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-2-sector-55-gurgaon-1800-sq-ft-spid-O86033644,"Sushant Lok 2,Sector 55, Gurgaon",₹3 Cr,"₹16,667 /sqft","1,800 sqft (167 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok 2,Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-2-sector-55-gurgaon-2700-sq-ft-spid-K86033342,"Sushant Lok 2,Sector 55, Gurgaon",₹3.8 Cr,"₹14,074 /sqft","2,700 sqft (251 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block E DLF City Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-e-dlf-city-phase-1-gurgaon-2700-sq-ft-spid-P84485374,"Block E DLF City Phase 1, Gurgaon",₹4.25 Cr,"₹15,741 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block A South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-a-south-city-2-gurgaon-2502-sq-ft-spid-T84487876,"Block A South City 2, Gurgaon",₹3.45 Cr,"₹13,788 /sqft","2,502 sqft (232 sqm) Carpet Area"
