property_name,link,society,price,area,areawithtype
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-1600-sq-ft-spid-X85394260,Ansal API Esencia,₹2.45 Cr,"₹15,312 /sqft","1,600 sqft (149 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-1705-sq-ft-spid-N85287078,"Palam Vihar, Gurgaon",₹2.8 Cr,"₹16,422 /sqft","1,705 sqft (158 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-4600-sq-ft-spid-I85272884,DLF Phase 1 Ultra Luxury Builder Floors,₹5.35 Cr,"₹11,630 /sqft","4,600 sqft (427 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-1910-sq-ft-spid-E85218412,DLF Phase 1 Ultra Luxury Builder Floors,₹2.95 Cr,"₹15,445 /sqft","1,910 sqft (177 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block E Greenwood City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-e-greenwood-city-gurgaon-2430-sq-ft-spid-K85174482,"Block E Greenwood City, Gurgaon",₹4.2 Cr,"₹17,283 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2268-sq-ft-spid-X85127880,"Palam Vihar, Gurgaon",₹3.3 Cr,"₹16,836 /sqft","2,268 sqft (211 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-r1-spid-T83437970,Hero Homes,₹1.99 Cr,"₹14,326 /sqft","1,389 sqft (129 sqm) Built-up Area"
"4 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-2431-sq-ft-spid-Z83680034,Luxury Builder floor In South City 2,₹3.3 Cr,"₹13,574 /sqft","2,431 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-1611-sq-ft-spid-T85268012,Anant Raj Estates,₹2.45 Cr,"₹15,207 /sqft","1,611 sqft (150 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-city-sector-37d-gurgaon-1250-sq-ft-spid-H85581358,Signature Global City,₹1.45 Cr,"₹11,600 /sqft","1,250 sqft (116 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-1836-sq-ft-r1-spid-G82191678,"Sector 45, Gurgaon",₹2.69 Cr,"₹14,651 /sqft","1,836 sqft (171 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-F85849894,"Sushant Lok Phase 1, Gurgaon",₹5.5 Cr,"₹14,619 /sqft","3,762 sqft (350 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-1800-sq-ft-spid-T85071340,Ansal API Versalia,₹2.7 Cr,"₹15,000 /sqft","1,800 sqft (167 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-2367-sq-ft-spid-H85637356,"Sector 45, Gurgaon",₹3 Cr,"₹12,674 /sqft","2,367 sqft (220 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-K86134396,"DLF Phase 1, Gurgaon",₹10.15 Cr,"₹27,432 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-P85874016,"DLF Phase 1, Gurgaon",₹9.35 Cr,"₹20,777 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-4140-sq-ft-spid-L84228638,"Malibu Town, Gurgaon",₹6.4 Cr,"₹15,459 /sqft","4,140 sqft (385 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-3870-sq-ft-spid-R84229104,"Malibu Town, Gurgaon",₹6.25 Cr,"₹16,150 /sqft","3,870 sqft (360 sqm) Built-up Area"
"2 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1103-sq-ft-spid-V85283576,Smart World Gems,₹1.35 Cr,"₹12,239 /sqft","1,103 sqft (102 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 46, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-46-gurgaon-3258-sq-ft-spid-K85156536,"Sector 46, Gurgaon",₹3.75 Cr,"₹11,510 /sqft","3,258 sqft (303 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Mayfield Garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-mayfield-garden-gurgaon-2160-sq-ft-spid-L84532328,"Mayfield Garden, Gurgaon",₹3 Cr,"₹13,888 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-nirvana-country-gurgaon-3300-sq-ft-spid-X85336408,"Nirvana Country, Gurgaon",₹6.5 Cr,"₹19,696 /sqft","3,300 sqft (307 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 63, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-adani-brahma-samsara-vilasa-sector-63-gurgaon-2100-sq-ft-spid-C84203284,Adani Brahma Samsara Vilasa,₹4.1 Cr,"₹19,523 /sqft","2,100 sqft (195 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2200-sq-ft-r2-spid-A71639058,Ansal API Esencia,₹2.65 Cr,"₹12,045 /sqft","2,200 sqft (204 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1380-sq-ft-spid-K85331282,Emaar Emerald Hills,₹2.95 Cr,"₹21,376 /sqft","1,380 sqft (128 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-3150-sq-ft-spid-Z84578042,"Sector 57, Gurgaon",₹3.4 Cr,"₹10,793 /sqft","3,150 sqft (293 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-towne-malibu-town-gurgaon-1800-sq-ft-spid-T83657528,Malibu Towne,₹2.45 Cr,"₹13,611 /sqft","1,800 sqft (167 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-2700-sq-ft-spid-H85070478,Central Park Flower Valley,₹4 Cr,"₹14,814 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-2-gurgaon-4500-sq-ft-spid-W84577408,"Sushant Lok Phase 2, Gurgaon",₹5 Cr,"₹11,111 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-nirvana-country-gurgaon-3240-sq-ft-spid-J85176798,Luxury Builder floor In Nirvana Country,₹6.8 Cr,"₹20,987 /sqft","3,240 sqft (301 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 47, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-47-gurgaon-3078-sq-ft-spid-L85016694,Huda Sector 47,₹3.3 Cr,"₹15,228 /sqft","3,078 sqft (286 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-I83695882,M3M Soulitude,₹1.62 Cr,"₹10,843 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1385-sq-ft-spid-J84870510,Vatika Independent Floors,₹1.7 Cr,"₹12,274 /sqft","1,385 sqft (129 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-1638-sq-ft-spid-P86210200,Ansal API Versalia,₹1.99 Cr,"₹14,740 /sqft","1,638 sqft (152 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2000-sq-ft-spid-R85429152,Ansal API Esencia,₹2.7 Cr,"₹13,500 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 63, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-adani-brahma-samsara-vilasa-sector-63-gurgaon-4653-sq-ft-spid-F85175234,Adani Brahma Samsara Vilasa,₹5.45 Cr,"₹11,712 /sqft","4,653 sqft (432 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 93, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-enclave-sector-93-gurgaon-1620-sq-ft-spid-T85098320,DLF Gardencity Enclave,₹1.95 Cr,"₹12,037 /sqft","1,620 sqft (151 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ss-linden-floors-sector-84-gurgaon-2800-sq-ft-spid-O85909336,SS Linden Floors,₹3.5 Cr,"₹12,500 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-K85230698,"DLF Phase 1, Gurgaon",₹7.45 Cr,"₹16,556 /sqft","4,500 sqft (418 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-J85229066,"DLF Phase 1, Gurgaon",₹9.45 Cr,"₹21,000 /sqft","4,500 sqft (418 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-iris-floors-sector-82-gurgaon-1050-sq-ft-spid-G85868572,Vatika Iris Floors,₹1.23 Cr,"₹11,714 /sqft","1,050 sqft (98 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-iris-floors-sector-82-gurgaon-2700-sq-ft-spid-K85867774,Vatika Iris Floors,₹2.25 Cr,"₹8,333 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-J85185422,Brand new ultra luxury builder floor,₹3.87 Cr,"₹14,333 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-H85767140,Park facing Budget friendly,₹3.2 Cr,"₹16,537 /sqft","1,935 sqft (180 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block K South City 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-k-south-city-1-gurgaon-2160-sq-ft-spid-W85103686,"Block K South City 1, Gurgaon",₹4 Cr,"₹18,518 /sqft","2,160 sqft (201 sqm) Carpet Area"
"4 BHK Independent Builder Floor in B Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-E84222898,"B Block Sushant Lok Phase 1, Gurgaon",₹4.75 Cr,"₹17,592 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2430-sq-ft-spid-K83978844,Ansal API Versalia,₹2.51 Cr,"₹10,329 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 51, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-51-gurgaon-1667-sq-ft-spid-B83486144,"Sector 51, Gurgaon",₹3.25 Cr,"₹19,496 /sqft","1,667 sqft (155 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2844-sq-ft-spid-P85521098,"DLF Phase 1, Gurgaon",₹3.75 Cr,"₹13,186 /sqft","2,844 sqft (264 sqm) Carpet Area"
"4 BHK Independent Builder Floor in G Block, Sushant Lok 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-g-block-sushant-lok-3-gurgaon-2700-sq-ft-spid-W82447150,Sushant lok,₹3.4 Cr,"₹12,592 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 52, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ardee-city-sector-52-gurgaon-2700-sq-ft-spid-C83671732,Ardee City,₹3.75 Cr,"₹13,888 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Ardee City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ardee-city-gurgaon-2700-sq-ft-spid-D84656116,"Ardee City, Gurgaon",₹3.49 Cr,"₹12,925 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-4500-sq-ft-spid-S85666294,"Malibu Town, Gurgaon",₹6.25 Cr,"₹13,888 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-3276-sq-ft-spid-K85370756,Luxury Homes By Horiizon Ventures,₹4.5 Cr,"₹13,736 /sqft","3,276 sqft (304 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r4-spid-U69554374,"Palam Vihar, Gurgaon",₹3.35 Cr,"₹10,339 /sqft","3,240 sqft (301 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r3-spid-Y73900867,"Palam Vihar, Gurgaon",₹3.2 Cr,"₹9,876 /sqft","3,240 sqft (301 sqm) Built-up Area"
"4 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-1800-sq-ft-spid-Q84929992,"South City 2, Gurgaon",₹2.98 Cr,"₹16,555 /sqft","1,800 sqft (167 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-55-gurgaon-3500-sq-ft-spid-V78864617,Private Builder Floor,₹4.1 Cr,"₹11,714 /sqft","3,500 sqft (325 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2160-sq-ft-spid-Y84631796,"Sector 57, Gurgaon",₹2.7 Cr,"₹12,500 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-P84486774,"Block C, Sushant Lok Phase 1, Gurgaon",₹4 Cr,"₹14,815 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2400-sq-ft-spid-V85769014,Ansal API Versalia,₹2.65 Cr,"₹11,041 /sqft","2,400 sqft (223 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2500-sq-ft-spid-Q85641116,Ansal API Versalia,₹2.65 Cr,"₹12,045 /sqft","2,500 sqft (232 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2500-sq-ft-r3-spid-Y74614933,Ansal API Esencia,₹2.95 Cr,"₹11,800 /sqft","2,500 sqft (232 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-N84760432,Smart World Gems,₹1.64 Cr,"₹10,977 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1196-sq-ft-spid-A84724260,Smart World Gems,₹1.35 Cr,"₹11,287 /sqft","1,196 sqft (111 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 47, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-47-gurgaon-2835-sq-ft-spid-J85795858,"Sector 47, Gurgaon",₹2.25 Cr,"₹7,936 /sqft","2,835 sqft (263 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-70a-gurgaon-1600-sq-ft-spid-M85161308,"Sector 70A, Gurgaon",₹2.65 Cr,"₹16,562 /sqft","1,600 sqft (149 sqm) Super Built-up Area"
"5 BHK Independent Builder Floor in Block-A, DLF City Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-block-a-dlf-city-phase-1-gurgaon-4000-sq-ft-spid-V86160256,"Block-A, DLF City Phase 1, Gurgaon",₹12 Cr,"₹30,000 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-O85358496,DLF INDEPENDENT FLOORS,₹4.95 Cr,"₹20,625 /sqft","2,400 sqft (223 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 70, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-70-gurgaon-1395-sq-ft-spid-U85186224,"Sector 70, Gurgaon",₹1.9 Cr,"₹13,620 /sqft","1,395 sqft (130 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-city-sector-37d-gurgaon-990-sq-ft-spid-J84782618,Signature Global City,₹1.2 Cr,"₹12,121 /sqft",990 sqft (92 sqm) Super Built-up Area
"4 BHK Independent Builder Floor in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-G84450190,"A Block Sushant Lok Phase 1, Gurgaon",₹4.7 Cr,"₹12,493 /sqft","3,762 sqft (350 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-B81543137,"Block C, Sushant Lok Phase 1, Gurgaon",₹5 Cr,"₹13,291 /sqft","3,762 sqft (350 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-55-gurgaon-3500-sq-ft-spid-E78864629,Private Builder Floor,₹4.1 Cr,"₹11,714 /sqft","3,500 sqft (325 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2500-sq-ft-spid-B82364504,"Sector 57, Gurgaon",₹2.9 Cr,"₹14,871 /sqft","2,500 sqft (232 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2200-sq-ft-r1-spid-L75948899,Ansal API Esencia,₹2.99 Cr,"₹13,590 /sqft","2,200 sqft (204 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 40, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-40-gurgaon-2367-sq-ft-spid-C85797400,"Sector 40, Gurgaon",₹2.5 Cr,"₹10,562 /sqft","2,367 sqft (220 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-P83962444,Smart World Gems,₹1.6 Cr,"₹10,709 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-4500-sq-ft-spid-T85295564,Luxury Builder floor In South City 2,₹6.19 Cr,"₹20,462 /sqft","4,500 sqft (418 sqm) Built-up Area"
"3 BHK Independent Builder Floor in B Block, Mayfield Garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-mayfield-garden-gurgaon-2700-sq-ft-spid-Y85797124,"B Block, Mayfield Garden, Gurgaon",₹2.25 Cr,"₹8,333 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-55-gurgaon-3500-sq-ft-spid-M78864607,Private Builder Floor,₹4 Cr,"₹11,428 /sqft","3,500 sqft (325 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 63, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-adani-brahma-samsara-vilasa-sector-63-gurgaon-3500-sq-ft-spid-X84107222,Adani Brahma Samsara Vilasa,₹4.2 Cr,"₹12,000 /sqft","3,500 sqft (325 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4518-sq-ft-spid-G85390896,Brand new ultra luxury builder floor,₹7.48 Cr,"₹16,555 /sqft","4,518 sqft (420 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2430-sq-ft-spid-L85185050,Brand new ultra luxury builder floor,₹4.99 Cr,"₹20,534 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2430-sq-ft-spid-T85177608,Top Terrace,₹4.89 Cr,"₹20,123 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-nirvana-country-gurgaon-3240-sq-ft-spid-J85545720,"Nirvana Country, Gurgaon",₹5.85 Cr,"₹18,055 /sqft","3,240 sqft (301 sqm) Carpet Area"
