property_name,link,society,price,area,areawithtype
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-r1-spid-Y80139989,Emaar MGF Emerald Floors Premier,₹3.15 Cr,"₹19,090 /sqft","1,650 sqft (153 sqm) Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-B84675002,Emaar MGF Emerald Floors Premier,₹3.09 Cr,"₹18,727 /sqft","1,650 sqft (153 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-X82914840,Emaar MGF Emerald Floors Premier,₹3.2 Cr,"₹19,393 /sqft","1,650 sqft (153 sqm) Super Built-up Area"
"4 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-3150-sq-ft-spid-Z85073242,ATS Triumph,₹4.05 Cr,"₹12,857 /sqft","3,150 sqft (293 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2000-sq-ft-spid-B83638966,Emaar Imperial Gardens,₹2.45 Cr,"₹12,250 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-H84863908,Godrej Meridien,₹3.05 Cr,"₹16,442 /sqft","1,855 sqft (172 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-H84863996,Godrej Meridien,₹2.7 Cr,"₹14,555 /sqft","1,855 sqft (172 sqm) Super Built-up Area"
"4 BHK Flat in Sector 103, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-2875-sq-ft-spid-R83646190,Indiabulls Centrum Park,₹3 Cr,"₹10,434 /sqft","2,875 sqft (267 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2575-sq-ft-spid-O84528130,Tata Gurgaon Gateway,₹3.6 Cr,"₹13,980 /sqft","2,575 sqft (239 sqm) Super Built-up Area"
"4 BHK Flat in Sector 37D, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-terra-sector-37d-gurgaon-2191-sq-ft-spid-N83810764,BPTP Terra,₹2.65 Cr,"₹12,094 /sqft","2,191 sqft (204 sqm) Super Built-up Area"
"4 BHK Flat in Sector 110, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3400-sq-ft-spid-J83647054,Indiabulls Enigma,₹4.7 Cr,"₹13,823 /sqft","3,400 sqft (316 sqm) Super Built-up Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-1669-sq-ft-spid-T84045236,Vatika City,₹3.18 Cr,"₹19,053 /sqft","1,669 sqft (155 sqm) Super Built-up Area"
"4 BHK Flat in Sector 110 A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-2428-sq-ft-spid-S82124414,Mahindra Aura,₹3.3 Cr,"₹13,591 /sqft","2,428 sqft (226 sqm) Super Built-up Area"
"2 BHK Flat in Sector 85, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1640-sq-ft-spid-S84209660,SS The Leaf,₹1.79 Cr,"₹10,914 /sqft","1,640 sqft (152 sqm) Super Built-up Area"
"4 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-4187-sq-ft-r1-spid-I80469145,Emaar MGF The Palm Drive,₹8.5 Cr,"₹20,300 /sqft","4,187 sqft (389 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-spid-L85148714,Chintels Serenity,₹2.93 Cr,"₹15,000 /sqft","1,955 sqft (182 sqm) Super Built-up Area"
"4 BHK Flat in DLF Phase 5, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-pinnacle-dlf-phase-5-gurgaon-3979-sq-ft-spid-Z84446868,DLF The Pinnacle,₹13.5 Cr,"₹33,928 /sqft","3,979 sqft (370 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-r9-spid-L43236671,DLF New Town Heights 2,₹2 Cr,"₹8,808 /sqft","1,930 sqft (179 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-2095-sq-ft-r1-spid-V81476097,ATS Kocoon,₹2.65 Cr,"₹12,649 /sqft","2,095 sqft (195 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1689-sq-ft-spid-Q85002892,Adani M2K Oyster Grande,₹2.45 Cr,"₹14,505 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-r1-spid-M82937668,Godrej Meridien,₹3 Cr,"₹16,172 /sqft","1,855 sqft (172 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2132-sq-ft-r1-spid-N81667030,DLF The Ultima,₹3.6 Cr,"₹16,885 /sqft","2,132 sqft (198 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-U84447242,Puri Emerald Bay,₹3.6 Cr,"₹20,000 /sqft","2,450 sqft (228 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-r1-spid-W82933334,Puri Emerald Bay,₹3.85 Cr,"₹19,444 /sqft","2,450 sqft (228 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-O84274852,Bestech Park View Grand Spa,₹3.45 Cr,"₹17,250 /sqft","2,660 sqft (247 sqm) Super Built-up Area"
"3 BHK Flat in Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-2464-sq-ft-spid-N84226118,Central Park Resorts,₹7.35 Cr,"₹29,829 /sqft","2,464 sqft (229 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1625-sq-ft-spid-N83889832,Godrej Meridien,₹2.68 Cr,"₹16,500 /sqft","1,625 sqft (151 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1689-sq-ft-spid-G83335788,Adani M2K Oyster Grande,₹2.5 Cr,"₹14,801 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1430-sq-ft-spid-O83335194,Mapsko Casa Bella,₹1.6 Cr,"₹11,188 /sqft","1,430 sqft (133 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1261-sq-ft-spid-K84763438,M3M Heights,₹2.4 Cr,"₹19,032 /sqft","1,261 sqft (117 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1261-sq-ft-spid-J84763572,M3M Heights,₹2.45 Cr,"₹19,429 /sqft","1,261 sqft (117 sqm) Super Built-up Area"
"4 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-r5-spid-N75320363,Emaar Mgf Palm Terraces Select,₹4.4 Cr,"₹18,257 /sqft","2,410 sqft (224 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1877-sq-ft-spid-F78852763,Unitech Fresco,₹2.85 Cr,"₹15,183 /sqft","1,877 sqft (174 sqm) Super Built-up Area"
"2 BHK Flat in sector 58, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-grand-arch-sector-58-gurgaon-1632-sq-ft-spid-S84643678,Ireo The Grand Arch,₹3.25 Cr,"₹19,914 /sqft","1,632 sqft (152 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1590-sq-ft-spid-H84058414,Chintels Serenity,₹2.38 Cr,"₹24,589 /sqft","1,590 sqft (148 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2535-sq-ft-spid-B83148548,Tata Gurgaon Gateway,₹3.6 Cr,"₹14,201 /sqft","2,535 sqft (236 sqm) Carpet Area"
"2 BHK Flat in Sector 99, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-cosmos-express-99-sector-99-gurgaon-1550-sq-ft-spid-H85236990,Cosmos Express 99,₹1.38 Cr,"₹8,903 /sqft","1,550 sqft (144 sqm) Super Built-up Area"
"3 BHK Flat in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-2300-sq-ft-r6-spid-D37312697,Mapsko Royale Ville,₹2.3 Cr,"₹10,000 /sqft","2,300 sqft (214 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1516-sq-ft-spid-N73874859,M3M Heights,₹2.8 Cr,"₹18,469 /sqft","1,516 sqft (141 sqm) Carpet Area"
"2 BHK Flat in Sector 99, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-1450-sq-ft-spid-A85237102,Lotus Elise,₹1.48 Cr,"₹10,206 /sqft","1,450 sqft (135 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-north-nirvana-country-gurgaon-2605-sq-ft-spid-Y84822354,The Close North,₹4.45 Cr,"₹17,082 /sqft","2,605 sqft (242 sqm) Super Built-up Area"
"2 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1215-sq-ft-r1-spid-Y81504659,Shapoorji Pallonji Joyville Gurugram,₹1.95 Cr,"₹16,049 /sqft","1,215 sqft (113 sqm) Super Built-up Area"
"3 BHK Flat in Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-intelligentsia-apartment-sector-56-gurgaon-1870-sq-ft-spid-K84825906,Intelligentsia Apartment,₹2.5 Cr,"₹14,705 /sqft","1,870 sqft (174 sqm) Super Built-up Area"
"2 BHK Flat in Sector 70A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-escala-sector-70a-gurgaon-1512-sq-ft-r1-spid-N81230533,M3M Escala,₹2.1 Cr,"₹13,888 /sqft","1,512 sqft (140 sqm) Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-U83888034,Shapoorji Pallonji Joyville Gurugram,₹2.55 Cr,"₹13,768 /sqft","1,852 sqft (172 sqm) Super Built-up Area"
"3 BHK Flat in Sector 77, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-hills-sector-77-gurgaon-1450-sq-ft-r2-spid-A81213771,Emaar MGF Palm Hills,₹1.77 Cr,"₹12,206 /sqft","1,450 sqft (135 sqm) Super Built-up Area"
"3 BHK Flat in Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2662-sq-ft-spid-O84829490,Ireo Victory Valley,₹5.9 Cr,"₹22,163 /sqft","2,662 sqft (247 sqm) Super Built-up Area"
"3 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-2200-sq-ft-spid-Q84631718,Emaar MGF The Palm Drive,₹4.25 Cr,"₹21,794 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2132-sq-ft-spid-P83181512,DLF The Ultima,₹3.7 Cr,"₹17,354 /sqft","2,132 sqft (198 sqm) Super Built-up Area"
"2 BHK Flat in Sector 67A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1296-sq-ft-spid-Y84385504,Ireo The Corridors,₹2.2 Cr,"₹29,609 /sqft","1,296 sqft (120 sqm) Super Built-up Area"
"3 BHK Flat in Sector 92, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-sanskruti-sector-92-gurgaon-1920-sq-ft-spid-R83967810,Bestech Park View Sanskruti,₹2.25 Cr,"₹11,718 /sqft","1,920 sqft (178 sqm) Super Built-up Area"
"3 BHK Flat in Sector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1430-sq-ft-spid-S82694520,Mapsko Casa Bella,₹1.62 Cr,"₹11,328 /sqft","1,430 sqft (133 sqm) Super Built-up Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-1665-sq-ft-spid-H85335382,Vatika City,₹2.96 Cr,"₹17,777 /sqft","1,665 sqft (155 sqm) Super Built-up Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-2093-sq-ft-spid-Y83253176,Vatika City,₹3.35 Cr,"₹16,005 /sqft","2,093 sqft (194 sqm) Super Built-up Area"
"3 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3300-sq-ft-spid-B84981552,Emaar MGF The Palm Drive,₹6.4 Cr,"₹19,393 /sqft","3,300 sqft (307 sqm) Super Built-up Area"
"3 BHK Flat in Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-A85305960,Sobha City,₹3.45 Cr,"₹20,163 /sqft","1,711 sqft (159 sqm) Super Built-up Area"
"2 BHK Flat in Sector 99, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-assotech-blith-sector-99-gurgaon-1365-sq-ft-spid-D85146058,Assotech Blith,₹1.45 Cr,"₹10,622 /sqft","1,365 sqft (127 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1898-sq-ft-spid-T83989634,Adani M2K Oyster Grande,₹3 Cr,"₹15,806 /sqft","1,898 sqft (176 sqm) Super Built-up Area"
"2 BHK Flat in Sector 60, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1374-sq-ft-spid-T84854278,Ireo Skyon,₹2.68 Cr,"₹19,505 /sqft","1,374 sqft (128 sqm) Super Built-up Area"
"3 BHK Flat in Sector 77, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-spid-P83420348,Umang Winter Hills,₹1.91 Cr,"₹10,482 /sqft","1,822 sqft (169 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-2150-sq-ft-spid-R85203842,ATS Tourmaline,₹2.5 Cr,"₹11,627 /sqft","2,150 sqft (200 sqm) Super Built-up Area"
"3 BHK Flat in Sector 77, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1616-sq-ft-spid-F84490092,Umang Winter Hills,₹1.8 Cr,"₹11,448 /sqft","1,616 sqft (150 sqm) Super Built-up Area"
"4 BHK Flat in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-2635-sq-ft-r1-spid-E77893433,Bestech Park View Spa Next,₹4.2 Cr,"₹15,939 /sqft","2,635 sqft (245 sqm) Super Built-up Area"
"3 BHK Flat in Sector 37C, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ild-grand-sector-37c-gurgaon-1790-sq-ft-spid-A84913890,ILD Grand,₹1.65 Cr,"₹9,217 /sqft","1,790 sqft (166 sqm) Super Built-up Area"
"4 BHK Flat in Sector 54, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-belaire-sector-54-gurgaon-3065-sq-ft-spid-E85021330,DLF The Belaire,₹11.5 Cr,"₹37,520 /sqft","3,065 sqft (285 sqm) Super Built-up Area"
"3 BHK Flat in Sector 61, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-spid-W84799638,Smart World Orchard,₹2.59 Cr,"₹15,889 /sqft","1,630 sqft (151 sqm) Carpet Area"
"3 BHK Flat in Baharampur Naya, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-baharampur-naya-gurgaon-1627-sq-ft-spid-G83656438,Smart World Orchard,₹2.75 Cr,"₹16,902 /sqft","1,627 sqft (151 sqm) Super Built-up Area"
"3 BHK Flat in Sector 103, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-2000-sq-ft-r1-spid-E80664663,Indiabulls Centrum Park,₹2.1 Cr,"₹10,500 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"2 BHK Flat in Sector 84, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-spaze-privy-at4-sector-84-gurgaon-1610-sq-ft-spid-K84875604,Spaze Privy AT4,₹1.7 Cr,"₹10,559 /sqft","1,610 sqft (150 sqm) Super Built-up Area"
"4 BHK Flat in Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-alpha-corp-gurgaonone-84-sector-84-gurgaon-3434-sq-ft-spid-X84830288,Alpha Corp GurgaonOne 84,₹3.62 Cr,"₹10,541 /sqft","3,434 sqft (319 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-S83034372,Hero Homes,₹1.8 Cr,"₹20,882 /sqft","1,359 sqft (126 sqm) Super Built-up Area"
"3 BHK Flat in Sector 77, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-2077-sq-ft-spid-W85020724,Umang Winter Hills,₹2.14 Cr,"₹10,327 /sqft","2,077 sqft (193 sqm) Super Built-up Area"
"3 BHK Flat in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-X83432838,Smart World Gems,₹1.65 Cr,"₹11,044 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"2 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-natura-sector-68-gurgaon-1478-sq-ft-spid-M83204636,M3M Natura,₹1.8 Cr,"₹12,178 /sqft","1,478 sqft (137 sqm) Super Built-up Area"
"3 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1746-sq-ft-spid-C84897788,M3M The Marina,₹2.4 Cr,"₹13,745 /sqft","1,746 sqft (162 sqm) Super Built-up Area"
"3 BHK Flat in Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-L84850746,Sobha City,₹3.32 Cr,"₹19,403 /sqft","1,711 sqft (159 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2215-sq-ft-spid-A81655086,Tata Gurgaon Gateway,₹3.24 Cr,"₹14,627 /sqft","2,215 sqft (206 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-R83920898,Godrej Meridien,₹2.9 Cr,"₹15,633 /sqft","1,855 sqft (172 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-3763-sq-ft-spid-O84142434,Experion Windchants,₹6.3 Cr,"₹16,741 /sqft","3,763 sqft (350 sqm) Super Built-up Area"
"4 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-A84142720,Experion Windchants,₹8 Cr,"₹16,501 /sqft","4,848 sqft (450 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1889-sq-ft-spid-G84404986,Adani M2K Oyster Grande,₹2.55 Cr,"₹13,499 /sqft","1,889 sqft (175 sqm) Super Built-up Area"
"3 BHK Flat in Sector-33 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-H82654316,Central Park Flower Valley Aqua Front Towers,₹2.65 Cr,"₹14,812 /sqft","1,789 sqft (166 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1930-sq-ft-r2-spid-U76116779,DLF The Skycourt,₹2.26 Cr,"₹10,621 /sqft","1,930 sqft (179 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1930-sq-ft-r2-spid-I76116817,DLF The Skycourt,₹2.2 Cr,"₹11,398 /sqft","1,930 sqft (179 sqm) Super Built-up Area"
"4 BHK Flat in Sector 48, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-sector-48-gurgaon-2336-sq-ft-r1-spid-M81583717,Bestech Park View City,₹4.35 Cr,"₹18,792 /sqft","2,336 sqft (217 sqm) Super Built-up Area"
"3 BHK Flat in Sector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-spaze-privy-at4-sector-84-gurgaon-1918-sq-ft-r5-spid-K55626710,Spaze Privy AT4,₹1.91 Cr,"₹8,081 /sqft","1,918 sqft (178 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1877-sq-ft-spid-P85327218,Unitech Fresco,₹2.8 Cr,"₹14,917 /sqft","1,877 sqft (174 sqm) Super Built-up Area"
"3 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-1950-sq-ft-spid-G85369898,Emaar MGF The Palm Drive,₹4.45 Cr,"₹22,820 /sqft","1,950 sqft (181 sqm) Super Built-up Area"
"3 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-2200-sq-ft-spid-I85369720,Emaar MGF The Palm Drive,₹4.5 Cr,"₹20,454 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
"4 BHK Flat in Sector 67, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2831-sq-ft-spid-Z85017776,Ireo Victory Valley,₹5.75 Cr,"₹20,310 /sqft","2,831 sqft (263 sqm) Super Built-up Area"
