property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
H83996866,Independent House,https://www.99acres.com/13-bhk-bedroom-independent-house-villa-for-sale-in-vipul-world-sector-48-gurgaon-621-sq-ft-spid-H83996866,Vipul World,sector 48,3.75,60386.0,621 sqft (57.69 sqm) Plot Area,621.0,,,,13,13,3+,6,0,0,0,0,0,north,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.8813867260549119
Q84129476,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-spaze-privvy-the-address-sector-93-gurgaon-2727-sq-ft-spid-Q84129476,spaze privvy the address,sector 93,2.8,10267.0,"2,727 sqft (253 sqm) Super Built-up Area",,2727.0,,,4,3,3,1,1,1,0,0,0,east,Unfurnished,Moderately Old,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
W84277842,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-the-vilas-dlf-phase-2-gurgaon-3240-sq-ft-spid-W84277842,Emaar MGF The Vilas,sector 25,21.0,64815.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,6,8,3+,3,1,1,1,1,0,north-east,Furnished,Moderately Old,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
A84426062,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-2525-sq-ft-spid-A84426062,paras irene,sector 70,4.4,17425.0,"2,525 sqft (235 sqm) Super Built-up Area",,2525.0,,,4,5,3,7,0,1,0,0,0,north,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.0699992654516446
A64501138,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-r9-spid-A64501138,"Greenwood City, Gurgaon",sector 45,16.5,36667.0,4500 sqft (418.06 sqm) Plot Area,4500.0,,,,6,7,3+,3,1,1,1,1,0,east,Semi-Furnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']",1.2819553361413867
O83937894,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1449-sq-ft-spid-O83937894,"Sector 31, Gurgaon",sector 31,5.25,36232.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,5,4,2,3,0,0,0,1,1,south-east,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Park', 'Visitor Parking']",0.6931471805599453
K84669840,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-3294-sq-ft-spid-K84669840,DLF New Town Heights 2,sector 86,4.5,13661.0,3294 sqft (306.02 sqm) Built-up Area | 2300 sqft (213.68 sqm) Carpet Area,,,3294.0,2300.0,4,4,3+,3,1,1,1,1,0,east,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
O84795050,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-2160-sq-ft-r1-spid-O84795050,Unitech Deerwood Chase,sector 50,9.5,43981.0,2160 sqft (200.67 sqm) Plot Area,2160.0,,,,3,3,3+,2,0,1,0,0,0,north,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
F84478476,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-2160-sq-ft-spid-F84478476,Unitech Aspen Greens,sector 50,10.75,49768.0,2160 sqft (200.67 sqm) Plot Area,2160.0,,,,4,2,3,2,0,1,1,1,0,east,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Park', 'Visitor Parking']",0.2968147704232637
H83703084,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1845-sq-ft-spid-H83703084,silverglades the melia,sector 33,1.6,8672.0,"1,845 sqft (171 sqm) Super Built-up Area",,1845.0,,,3,4,2,1,0,1,0,0,0,north,Unfurnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.17648695851840002
D84065258,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2185-sq-ft-spid-D84065258,tata primanti,sector 72,4.2,19221.0,"2,185 sqft (203 sqm) Super Built-up Area",,2185.0,,,3,4,2,10,0,1,0,0,0,east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.6109441221403384
A83991530,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-sector-91-gurgaon-2700-sq-ft-spid-A83991530,DLF Gardencity,sector 91,2.95,10925.0,"2,700 sqft (251 sqm) Super Built-up Area",,2700.0,,,4,4,2,3,1,1,1,0,0,not available,Semi-Furnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Park', 'Waste Disposal', 'Rain Water Harvesting']",0.8004350828971937
X84789264,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1449-sq-ft-spid-X84789264,"Sector 4, Gurgaon",sector 4,4.1,28295.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,5,5,3,2,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,"['Security / Fire Alarm', 'Private Garden / Terrace', 'Water purifier', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",1.106380777805441
G78925117,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-r3-spid-G78925117,Vipul Tatvam Villa,sector 48,12.0,37037.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,4,4,3+,2,0,1,1,0,0,north,Furnished,Moderately Old,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
Z85545382,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2900-sq-ft-spid-Z85545382,DLF Phase - 1,sector 26,5.85,20172.0,"2,900 sqft (269 sqm) Carpet Area",,,,2900.0,4,5,2,2,0,0,0,0,1,north-west,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Water Storage', 'Park', 'Waste Disposal', 'Rain Water Harvesting']",0.35998079434360797
S73321059,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2367-sq-ft-r2-spid-S73321059,"Sector 23, Gurgaon",sector 23,2.65,8745.0,"2,367 sqft (220 sqm) Built-up Area",,,2367.0,,3,3,2,1,1,0,0,1,1,south,Unfurnished,Relatively New,"['Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Spacious Interiors']",0.35012523949006846
L85314216,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-express-heights-sector-99-gurgaon-1865-sq-ft-spid-L85314216,pareena express heights,sector 99,1.94,10400.0,"1,865 sqft (173 sqm) Super Built-up Area",,1865.0,,,3,3,3,2,0,0,0,0,0,not available,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
E84851980,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-n-mayfield-garden-gurgaon-2115-sq-ft-spid-E84851980,"Block N, Mayfield garden, Gurgaon",sector 51,3.15,14894.0,"2,115 sqft (196 sqm) Super Built-up Area",,2115.0,,,3,3,2,1,0,1,0,0,0,west,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Centrally Air Conditioned', 'Lift(s)', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around']",0.44728283313930667
