property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
H82017904,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-the-vilas-dlf-phase-2-gurgaon-3240-sq-ft-r2-spid-H82017904,Emaar MGF The Vilas,sector 25,18.85,58179.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,5,6,3+,2,0,1,1,1,0,east,Semi-Furnished,Moderately Old,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3274002576019965
A49462839,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-594-sq-ft-r5-spid-A49462839,"Palam Vihar, Gurgaon",sector 1,1.2,15488.0,594 sqft (55.18 sqm) Plot Area,594.0,,,,3,3,3,3,1,0,0,1,1,not available,Unfurnished,Relatively New,,0.0
Q84824036,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2160-sq-ft-spid-Q84824036,Ultra Luxury Builder Floor In Malibu town,sector 47,3.0,13888.0,"2,160 sqft (201 sqm) Super Built-up Area",,2160.0,,,3,3,2,3,0,1,0,1,0,north-east,Semi-Furnished,New Property,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.1291780942446248
W84817516,Independent House,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-9000-sq-ft-spid-W84817516,Ansals Palam Vihar,sector 1,19.5,21667.0,9000 sqft (836.13 sqm) Plot Area,9000.0,,,,12,12,3+,3,1,1,1,1,0,east,Semi-Furnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",0.8989718100791334
O84084534,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1450-sq-ft-spid-O84084534,"Block C2 Sector 3, Gurgaon",sector 3,1.62,11172.0,"1,450 sqft (135 sqm) Built-up Area",,,1450.0,,3,2,1,3,0,0,0,0,0,north,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.7256782967624084
Q84645314,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-spid-Q84645314,emaar mgf palm terraces select,sector 66,4.15,17219.0,"2,410 sqft (224 sqm) Super Built-up Area",,2410.0,,,4,5,3+,5,0,1,0,0,0,east,Semi-Furnished,Relatively New,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.12754653792423462
A73346523,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r2-spid-A73346523,"Palam Vihar, Gurgaon",sector 1,3.25,9259.0,"3,240 sqft (301 sqm) Built-up Area",,,3240.0,,4,5,2,1,1,1,0,1,1,east,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'No open drainage around', 'Park', 'Visitor Parking', 'Natural Light', 'Spacious Interiors']",0.2493628396354255
R84813334,Independent House,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-ardee-city-gurgaon-954-sq-ft-spid-R84813334,"Ardee City, Gurgaon",sector 52,5.8,60797.0,954 sqft (88.63 sqm) Plot Area,954.0,,,,8,8,3+,4,0,0,0,0,0,not available,Furnished,Relatively New,"['Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",0.12754653792423462
D80628999,Independent House,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2250-sq-ft-r1-spid-D80628999,"DLF Phase 2, Gurgaon",sector 25,10.75,47778.0,2250 sqft (209.03 sqm) Plot Area,2250.0,,,,9,9,3+,2,0,1,0,0,0,east,Unfurnished,Moderately Old,"['Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.7035177481526577
E84293358,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-luminare-sector-59-gurgaon-3106-sq-ft-spid-E84293358,mahindra luminare,sector 59,7.05,22698.0,"3,106 sqft (289 sqm) Super Built-up Area",,3106.0,,,3,4,3+,25,1,1,1,1,0,north,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
S84304172,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-sector-26-gurgaon-4518-sq-ft-spid-S84304172,DLF City Phase 1,sector 26,32.0,70828.0,4518 sqft (419.74 sqm) Plot Area,4518.0,,,,4,4,3+,2,1,1,1,1,0,north-west,Semi-Furnished,Old Property,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",1.0925878890507223
E84765124,Independent House,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2100-sq-ft-spid-E84765124,"Sector 57, Gurgaon",sector 57,12.0,50697.0,2367 sqft (219.9 sqm) Plot Area | 2100 sqft (195.1 sqm) Built-up Area | 1775 sqft (164.9 sqm) Carpet Area,2367.0,,2100.0,1775.0,12,12,3+,4,1,0,0,0,0,north-east,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'False Ceiling Lighting', 'Park', 'Bank Attached Property', 'Piped-gas', 'Fitness Centre / GYM', 'Waste Disposal']",0.3431881785866498
T82413994,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-b-rajendra-park-gurgaon-450-sq-ft-spid-T82413994,"Block B Rajendra Park, Gurgaon",sector 105,0.7,15555.0,450 sqft (41.81 sqm) Plot Area,450.0,,,,3,2,1,2,0,0,0,0,0,north,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Rain Water Harvesting']",0.7589525875378962
E85771596,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-mayfield-garden-gurgaon-1475-sq-ft-spid-E85771596,"Mayfield Garden, Gurgaon",sector 51,2.85,19322.0,"1,475 sqft (137 sqm) Built-up Area",,,1475.0,,4,4,3+,4,0,1,0,0,0,west,Semi-Furnished,New Property,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3065208782084048
T83987610,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-shanti-kunj-gurgaon-900-sq-ft-spid-T83987610,"Shanti Kunj, Gurgaon",sector 110,0.8,8889.0,900 sqft (83.61 sqm) Plot Area,900.0,,,,6,2,2,3,0,0,0,0,1,south,Unfurnished,Relatively New,,0.0
K82989322,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-block-c-dlf-phase-1-gurgaon-3870-sq-ft-spid-K82989322,"Block C DLF phase 1, Gurgaon",sector 26,30.0,77519.0,3870 sqft (359.53 sqm) Plot Area,3870.0,,,,6,6,2,3,1,1,0,1,0,not available,Unfurnished,New Property,,0.0
F85036974,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2259-sq-ft-spid-F85036974,"Malibu Town, Gurgaon",sector 47,3.85,17042.0,"2,259 sqft (210 sqm) Super Built-up Area",,2259.0,,,3,3,2,2,1,1,0,0,0,north,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Rain Water Harvesting']",0.12754653792423462
G84952322,Independent Builder Floor,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-G84952322,Hero Homes,sector 104,1.56,14194.0,"1,099 sqft (102 sqm) Built-up Area",,,1099.0,,2,2,2,15,0,0,0,0,0,north,Unfurnished,New Property,"['Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']",0.35998079434360797
P84393764,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2844-sq-ft-spid-P84393764,ULTRA LUXURIOUS BUILDER FLOOR DLF PHASE 2,sector 25,4.45,15646.0,"2,844 sqft (264 sqm) Carpet Area",,,,2844.0,4,4,2,2,0,1,1,0,0,north,Semi-Furnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",0.8998928678254854
F84695630,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-F84695630,experion windchants,sector 112,7.75,16145.0,"4,848 sqft (450 sqm) Super Built-up Area",,4848.0,,,4,4,3,15,0,1,0,0,0,north,Semi-Furnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.7324586007748335
K84654256,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2675-sq-ft-spid-K84654256,bestech altura,sector 79,3.8,14205.0,"2,675 sqft (249 sqm) Super Built-up Area",,2675.0,,,4,5,2,5,0,1,0,0,0,north,Unfurnished,New Property,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.0699992654516446
